Product Id,Product Handle,Product Title,Product Status,Product Description,Product Subtitle,Product External Id,Product Thumbnail,Product Collection Id,Product Type Id,Product Created At,Product Deleted At,Product Discountable,Product Height,Product Hs Code,Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Is Giftcard,Product Length,Product Material,Product Mid Code,Product Origin Country,Product Sales Channel 1,Product Updated At,Product Weight,Product Width,Variant Id,Variant Title,Variant Sku,Variant Upc,Variant Ean,Variant Hs Code,Variant Mid Code,Variant Manage Inventory,Variant Allow Backorder,Variant Barcode,Variant Created At,Variant Deleted At,Variant Height,Variant Length,Variant Material,Variant Metadata,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,Variant Origin Country,Variant Price EUR,Variant Price Europe [EUR],Variant Price USD,Variant Product Id,Variant Updated At,Variant Variant Rank,Variant Weight,Variant Width
prod_01JKB6MR51NAPGMNMCSJSZ72V7,t-shirt,Medusa T-Shirt,published,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,2025-02-05T14:01:23.353Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,,,,sc_01JKB6MKKAT3YDG9JMFXS0GFR9,2025-02-05T14:01:23.353Z,400,,variant_01JKB6MR6SMZHWBEB746N61MZQ,XL / Black,SHIRT-XL-BLACK,,,,,true,false,,2025-02-05T14:01:23.419Z,,,,,,Size,XL,Color,Black,,10,,15,prod_01JKB6MR51NAPGMNMCSJSZ72V7,2025-02-05T14:01:23.419Z,0,,
prod_01JKB6MR51NAPGMNMCSJSZ72V7,t-shirt,Medusa T-Shirt,published,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,2025-02-05T14:01:23.353Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,,,,sc_01JKB6MKKAT3YDG9JMFXS0GFR9,2025-02-05T14:01:23.353Z,400,,variant_01JKB6MR6S9P73QAJWD4G44NGA,XL / White,SHIRT-XL-WHITE,,,,,true,false,,2025-02-05T14:01:23.419Z,,,,,,Size,XL,Color,White,,10,,15,prod_01JKB6MR51NAPGMNMCSJSZ72V7,2025-02-05T14:01:23.419Z,0,,
prod_01JKB6MR528W4JMHQZJRZK7KCA,shorts,Medusa Shorts,published,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,2025-02-05T14:01:23.353Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,,,,sc_01JKB6MKKAT3YDG9JMFXS0GFR9,2025-02-05T14:01:23.353Z,400,,variant_01JKB6MR6V5H6A9DZH1QE6E9DD,S,SHORTS-S,,,,,true,false,,2025-02-05T14:01:23.420Z,,,,,,Size,S,,,,10,,15,prod_01JKB6MR528W4JMHQZJRZK7KCA,2025-02-05T14:01:23.420Z,0,,
prod_01JKB6MR528W4JMHQZJRZK7KCA,shorts,Medusa Shorts,published,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,2025-02-05T14:01:23.353Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,,,,sc_01JKB6MKKAT3YDG9JMFXS0GFR9,2025-02-05T14:01:23.353Z,400,,variant_01JKB6MR6VW8EA7C1CD6BY9831,M,SHORTS-M,,,,,true,false,,2025-02-05T14:01:23.420Z,,,,,,Size,M,,,,10,,15,prod_01JKB6MR528W4JMHQZJRZK7KCA,2025-02-05T14:01:23.420Z,0,,
prod_01JKB6MR528W4JMHQZJRZK7KCA,shorts,Medusa Shorts,published,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,2025-02-05T14:01:23.353Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,,,,sc_01JKB6MKKAT3YDG9JMFXS0GFR9,2025-02-05T14:01:23.353Z,400,,variant_01JKB6MR6VKTQD90VB1XQTVXZM,L,SHORTS-L,,,,,true,false,,2025-02-05T14:01:23.420Z,,,,,,Size,L,,,,10,,15,prod_01JKB6MR528W4JMHQZJRZK7KCA,2025-02-05T14:01:23.420Z,0,,
prod_01JKB6MR528W4JMHQZJRZK7KCA,shorts,Medusa Shorts,published,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,2025-02-05T14:01:23.353Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,,,,sc_01JKB6MKKAT3YDG9JMFXS0GFR9,2025-02-05T14:01:23.353Z,400,,variant_01JKB6MR6V2HXCV52PYYGGXDWY,XL,SHORTS-XL,,,,,true,false,,2025-02-05T14:01:23.420Z,,,,,,Size,XL,,,,10,,15,prod_01JKB6MR528W4JMHQZJRZK7KCA,2025-02-05T14:01:23.420Z,0,,
prod_01JKB6MR52RKXW7C23RHTMNX55,sweatpants,Medusa Sweatpants,published,"Reimagine the feeling of classic sweatpants. With our cotton sweatpants, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,,,2025-02-05T14:01:23.353Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png,,,false,,,,,sc_01JKB6MKKAT3YDG9JMFXS0GFR9,2025-02-05T14:01:23.353Z,400,,variant_01JKB6MR6TB0QPWFEZWP88F11W,S,SWEATPANTS-S,,,,,true,false,,2025-02-05T14:01:23.420Z,,,,,,Size,S,,,,10,,15,prod_01JKB6MR52RKXW7C23RHTMNX55,2025-02-05T14:01:23.420Z,0,,
prod_01JKB6MR52RKXW7C23RHTMNX55,sweatpants,Medusa Sweatpants,published,"Reimagine the feeling of classic sweatpants. With our cotton sweatpants, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,,,2025-02-05T14:01:23.353Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png,,,false,,,,,sc_01JKB6MKKAT3YDG9JMFXS0GFR9,2025-02-05T14:01:23.353Z,400,,variant_01JKB6MR6T71RS56VS79B7N5EN,M,SWEATPANTS-M,,,,,true,false,,2025-02-05T14:01:23.420Z,,,,,,Size,M,,,,10,,15,prod_01JKB6MR52RKXW7C23RHTMNX55,2025-02-05T14:01:23.420Z,0,,
prod_01JKB6MR52RKXW7C23RHTMNX55,sweatpants,Medusa Sweatpants,published,"Reimagine the feeling of classic sweatpants. With our cotton sweatpants, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,,,2025-02-05T14:01:23.353Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png,,,false,,,,,sc_01JKB6MKKAT3YDG9JMFXS0GFR9,2025-02-05T14:01:23.353Z,400,,variant_01JKB6MR6T543NJ5K6A7QD9DAR,L,SWEATPANTS-L,,,,,true,false,,2025-02-05T14:01:23.420Z,,,,,,Size,L,,,,10,,15,prod_01JKB6MR52RKXW7C23RHTMNX55,2025-02-05T14:01:23.420Z,0,,
prod_01JKB6MR52RKXW7C23RHTMNX55,sweatpants,Medusa Sweatpants,published,"Reimagine the feeling of classic sweatpants. With our cotton sweatpants, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,,,2025-02-05T14:01:23.353Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png,,,false,,,,,sc_01JKB6MKKAT3YDG9JMFXS0GFR9,2025-02-05T14:01:23.353Z,400,,variant_01JKB6MR6T3W6WBRYX5S9P6ZR8,XL,SWEATPANTS-XL,,,,,true,false,,2025-02-05T14:01:23.420Z,,,,,,Size,XL,,,,10,,15,prod_01JKB6MR52RKXW7C23RHTMNX55,2025-02-05T14:01:23.420Z,0,,
prod_01JKG2WKKRDHM232524N95G2S8,smartphone,Iphone 11 64GB,published,"!<0@BD>= Apple iPhone 14  :><?0:B=0O <>45;L A 157@0<>G=K< 48A?;55< OLED 6.1 4N9<0. !B5:;O==K9 :>@?CA <>18;L=>3> CAB@>9AB20 A>>B25BAB2C5B AB0=40@BC 70I8I5==>AB8 IP68  >= CAB>9G82 : 2>7459AB28N 2;038 8 ?K;8. 5@54=OO ?0=5;L >1;0405B ?>:@KB85< Ceramic Shield 4;O 70I8BK M:@0=0 >B ?>O2;5=8O F0@0?8= 8 @07;8G=KE 45D5:B>2.
A=>2=0O A42>5==0O :0<5@0 12+12 ? A> 2A?KH:>9 True Tone 8 F5;K< @O4>< @568<>2 ?>72>;O5B A>74020BL A=8<:8 ?@>D5AA8>=0;L=>3> :0G5AB20 2 ;N1KE CA;>28OE >A25I5==>AB8. 0<5@0 12 ? =0 ?5@54=59 AB>@>=5 ?@54=07=0G5=0 4;O A5;D8 8 :0G5AB25==>9 2845>A2O78. !@548 >A>15==>AB59 Apple iPhone 14  G8? Apple A15 Bionic A 5-O45@=K< GPU, H8@>:89 =01>@ 8=B5@D59A>2 (NFC, 5G, GPS, Wi-Fi 8 Bluetooth), 4;8B5;L=>5 2@5<O 02B>=><=>AB8, ?>445@6:0 0:A5AAC0@>2 8 CAB@>9AB2 MagSafe A <03=8B=>9 15A?@>2>4=>9 70@O4:>9.",smartphone,,,,,2025-02-07T11:31:58.706Z,,true,,,,,,,false,,,,,sc_01JKB6MKKAT3YDG9JMFXS0GFR9,2025-02-07T11:31:58.706Z,,,variant_01JKG2WKMV79FKZ3WM88TDDDB6,red / 32gb,,,,,,false,false,,2025-02-07T11:31:58.747Z,,,,,,Color,red,Memory,32gb,,500,560,655,prod_01JKG2WKKRDHM232524N95G2S8,2025-02-07T11:31:58.747Z,0,,
prod_01JKG2WKKRDHM232524N95G2S8,smartphone,Iphone 11 64GB,published,"!<0@BD>= Apple iPhone 14  :><?0:B=0O <>45;L A 157@0<>G=K< 48A?;55< OLED 6.1 4N9<0. !B5:;O==K9 :>@?CA <>18;L=>3> CAB@>9AB20 A>>B25BAB2C5B AB0=40@BC 70I8I5==>AB8 IP68  >= CAB>9G82 : 2>7459AB28N 2;038 8 ?K;8. 5@54=OO ?0=5;L >1;0405B ?>:@KB85< Ceramic Shield 4;O 70I8BK M:@0=0 >B ?>O2;5=8O F0@0?8= 8 @07;8G=KE 45D5:B>2.
A=>2=0O A42>5==0O :0<5@0 12+12 ? A> 2A?KH:>9 True Tone 8 F5;K< @O4>< @568<>2 ?>72>;O5B A>74020BL A=8<:8 ?@>D5AA8>=0;L=>3> :0G5AB20 2 ;N1KE CA;>28OE >A25I5==>AB8. 0<5@0 12 ? =0 ?5@54=59 AB>@>=5 ?@54=07=0G5=0 4;O A5;D8 8 :0G5AB25==>9 2845>A2O78. !@548 >A>15==>AB59 Apple iPhone 14  G8? Apple A15 Bionic A 5-O45@=K< GPU, H8@>:89 =01>@ 8=B5@D59A>2 (NFC, 5G, GPS, Wi-Fi 8 Bluetooth), 4;8B5;L=>5 2@5<O 02B>=><=>AB8, ?>445@6:0 0:A5AAC0@>2 8 CAB@>9AB2 MagSafe A <03=8B=>9 15A?@>2>4=>9 70@O4:>9.",smartphone,,,,,2025-02-07T11:31:58.706Z,,true,,,,,,,false,,,,,sc_01JKB6MKKAT3YDG9JMFXS0GFR9,2025-02-07T11:31:58.706Z,,,variant_01JKG2WKMVR9E9JD31PT6G4P03,red / 64gb,,,,,,false,false,,2025-02-07T11:31:58.748Z,,,,,,Color,red,Memory,64gb,,600,650,755,prod_01JKG2WKKRDHM232524N95G2S8,2025-02-07T11:31:58.748Z,1,,
prod_01JKG2WKKRDHM232524N95G2S8,smartphone,Iphone 11 64GB,published,"!<0@BD>= Apple iPhone 14  :><?0:B=0O <>45;L A 157@0<>G=K< 48A?;55< OLED 6.1 4N9<0. !B5:;O==K9 :>@?CA <>18;L=>3> CAB@>9AB20 A>>B25BAB2C5B AB0=40@BC 70I8I5==>AB8 IP68  >= CAB>9G82 : 2>7459AB28N 2;038 8 ?K;8. 5@54=OO ?0=5;L >1;0405B ?>:@KB85< Ceramic Shield 4;O 70I8BK M:@0=0 >B ?>O2;5=8O F0@0?8= 8 @07;8G=KE 45D5:B>2.
A=>2=0O A42>5==0O :0<5@0 12+12 ? A> 2A?KH:>9 True Tone 8 F5;K< @O4>< @568<>2 ?>72>;O5B A>74020BL A=8<:8 ?@>D5AA8>=0;L=>3> :0G5AB20 2 ;N1KE CA;>28OE >A25I5==>AB8. 0<5@0 12 ? =0 ?5@54=59 AB>@>=5 ?@54=07=0G5=0 4;O A5;D8 8 :0G5AB25==>9 2845>A2O78. !@548 >A>15==>AB59 Apple iPhone 14  G8? Apple A15 Bionic A 5-O45@=K< GPU, H8@>:89 =01>@ 8=B5@D59A>2 (NFC, 5G, GPS, Wi-Fi 8 Bluetooth), 4;8B5;L=>5 2@5<O 02B>=><=>AB8, ?>445@6:0 0:A5AAC0@>2 8 CAB@>9AB2 MagSafe A <03=8B=>9 15A?@>2>4=>9 70@O4:>9.",smartphone,,,,,2025-02-07T11:31:58.706Z,,true,,,,,,,false,,,,,sc_01JKB6MKKAT3YDG9JMFXS0GFR9,2025-02-07T11:31:58.706Z,,,variant_01JKG2WKMV7G3CRB5H9ESQKVCD,red / 128gb,,,,,,false,false,,2025-02-07T11:31:58.748Z,,,,,,Color,red,Memory,128gb,,700,750,855,prod_01JKG2WKKRDHM232524N95G2S8,2025-02-07T11:31:58.748Z,2,,
